1126.400,-3.480,0.000
1129.400,-1.800,0.000
1130.400,-1.940,0.000
1131.400,-2.080,0.000
1132.400,-0.340,0.000
1133.400,-0.010,0.000
1137.800,0.230,0.000
1138.600,0.270,0.000
1145.050,-0.690,0.000
1145.100,-0.960,0.000
1145.600,-0.990,0.000
1146.400,-1.450,0.000
1147.050,-1.010,0.000
1147.100,-1.110,0.000
1147.700,-1.060,0.000
1148.350,-0.970,0.000
1148.400,-1.230,0.000
1149.100,-1.480,0.000
1149.150,-1.080,0.000
1149.700,-1.150,0.000
1150.400,-1.200,0.000
1152.050,-1.270,0.000
1152.500,-2.630,0.000
1153.200,-2.230,0.000
1154.050,-1.430,0.000
1156.100,-1.530,0.000
1156.800,-1.510,0.000
1157.050,-1.400,0.000
1157.500,-1.730,0.000
1158.050,-1.670,0.000
1158.200,-1.610,0.000
1158.900,-1.800,0.000
1159.050,-1.750,0.000
1160.100,-2.610,0.000
1160.700,-1.480,0.000
1161.200,-1.800,0.000
1161.700,-1.960,0.000
1162.200,-1.770,0.000
1162.700,-1.700,0.000
1163.050,-1.530,0.000
1163.200,-1.620,0.000
1163.700,-1.810,0.000
1164.200,-1.560,0.000
1164.600,-1.390,0.000
1165.050,-1.730,0.000
1165.050,-1.260,0.000
1165.500,-2.440,0.000
1166.400,-2.030,0.000
1166.700,-1.730,0.000
1167.000,-2.000,0.000
1167.050,-1.690,0.000
1167.400,-1.750,0.000
1167.700,-2.730,0.000
1168.000,-1.990,0.000
1168.300,-1.760,0.000
1168.600,-1.940,0.000
1168.650,-1.700,0.000
1169.150,-1.680,0.000
1169.200,-1.610,0.000
1169.400,-2.140,0.000
1170.200,-1.930,0.000
1170.600,-1.740,0.000
1170.800,-2.720,0.000
1171.150,-2.120,0.000
1171.300,-1.810,0.000
1171.600,-1.950,0.000
1171.900,-1.690,0.000
1172.500,1.370,0.000
1172.800,1.460,0.000
1173.100,1.170,0.000
1173.400,1.330,0.000
1173.700,1.310,0.000
1173.950,1.500,0.000
1174.000,1.350,0.000
1174.200,1.300,0.000
1174.600,1.310,0.000
1174.900,1.430,0.000
1176.350,1.340,0.000
1177.050,1.300,0.000
1182.850,1.940,0.000
1183.050,2.160,0.000
