1145.050,-1.506,0.000
1147.050,-1.711,0.000
1148.150,-2.215,0.000
1149.150,-2.031,0.000
1150.150,-1.922,0.000
1151.150,-2.023,0.000
1152.150,-1.885,0.000
1153.150,-2.043,0.000
1154.050,-2.011,0.000
1155.050,-2.031,0.000
1156.050,-2.151,0.000
1158.050,-2.591,0.000
1159.050,-2.477,0.000
1160.150,-2.582,0.000
1161.150,-2.490,0.000
1162.150,-2.444,0.000
1163.050,-2.511,0.000
1164.050,-2.548,0.000
1165.000,-2.490,0.000
1165.050,-2.327,0.000
1166.000,-2.637,0.000
1166.050,-2.531,0.000
1167.000,-2.836,0.000
1167.050,-2.666,0.000
1167.950,-2.886,0.000
1168.350,-2.764,0.000
1168.600,-2.794,0.000
1168.650,-2.711,0.000
1169.050,-2.706,0.000
1169.100,-2.860,0.000
1169.100,-2.180,0.000
1169.450,-2.639,0.000
1170.350,-2.758,0.000
1170.400,-2.902,0.000
1170.650,-2.988,0.000
1171.050,-3.393,0.000
1171.100,-3.465,0.000
1171.100,-3.330,0.000
1171.350,-2.732,0.000
1171.500,-2.778,0.000
1171.650,-2.531,0.000
1171.800,-2.566,0.000
1172.050,-2.659,0.000
1172.650,0.159,0.000
1136.200,-1.550,0.000
1146.000,-1.190,0.000
1153.000,-1.630,0.000
1156.000,-1.600,0.000
1157.000,-1.810,0.000
1159.000,-2.160,0.000
1162.000,-2.250,0.000
1163.000,-2.080,0.000
1163.000,-1.870,0.000
1165.000,-2.333,0.000
1166.000,-2.593,0.000
1167.000,-2.839,0.000
1168.600,-2.763,0.000
1170.400,-2.828,0.000
1171.100,-0.854,0.000
1171.100,-3.180,0.000
1171.500,-2.578,0.000
1171.800,-0.584,0.000
1173.000,0.789,0.000
1173.900,0.930,0.000
1175.200,0.960,0.000
1177.000,0.782,0.000
1179.000,1.200,0.000
1183.000,1.170,0.000
1187.000,1.104,0.000
1189.600,1.742,0.000
1191.600,-1.320,0.000
1207.600,1.455,0.000
1214.500,1.673,0.000
