305.23,-1.43,0
307.59,-0.92,0
309.95,-1.19,0
311.5,-1.79,0
312.84,-1.49,0
314.71,-1.35,0
315.99,-1.31,0
318.12,-1.25,0
319.83,-1.18,0
323.04,-2.22,0
324.75,-2.67,0
326.16,-2.49,0
327.83,-2.69,0
329.48,-3.14,0
331.21,-3.12,0
331.21,0.72,0
332.85,-3.05,0
334.53,-1.72,0
335.45,-3.82,0
337.12,-3.36,0
338.76,-3.5,0
340.27,-4.31,0
341.84,-3.84,0
343.39,-3.96,0
344.96,-4.13,0
346.44,-4.42,0
348.11,-3.86,0
349.62,-3.41,0
351.16,-4.69,0
354.48,-4.57,0
355.69,-5.01,0
357.36,-5.6,0
357.69,-5.13,0
359,-5.16,0
360.22,-4.71,0
360.54,-4.66,0
360.87,-4.54,0
361.27,-3.9,0
361.59,-3.18,0
361.92,-2.98,0
362.25,-3.01,0
362.55,-2.92,0
362.74,-3.13,0
363.01,-3.11,0
363.37,-3.02,0
365.4,-1.25,0
365.73,-0.28,0
366.09,-0.32,0
366.42,-0.56,0
366.71,0.72,0
367.01,-0.18,0
367.27,-0.49,0
367.57,0.6,0
367.89,0.9,0
368.25,-0.18,0
368.29,0.78,0
368.81,1.05,0
369.14,0.86,0
369.5,1.16,0
369.86,1.32,0
370.19,1.99,0
371.21,0.16,0
374.39,1.48,0
