50.28,-3.399,0
50.374,-3.203,0
50.561,-3.326,0
50.748,-2.949,0
50.935,-3.566,0
51.121,-3.437,0
51.308,-3.337,0
51.495,-3.419,0
51.682,-3.669,0
51.869,-2.975,0
52.056,-3.283,0
52.243,-3.362,0
52.43,-3.273,0
52.617,-3.233,0
52.804,-3.357,0
52.897,-3.533,0
52.991,-3.389,0
53.178,-3.504,0
53.271,-3.413,0
53.364,-3.656,0
53.458,-3.448,0
53.551,-3.502,0
53.645,-3.65,0
53.738,-3.457,0
53.832,-3.594,0
53.925,-3.564,0
54.019,-3.581,0
54.112,-3.368,0
54.206,-3.682,0
54.252,-3.616,0
54.299,-3.361,0
54.346,-3.799,0
54.393,-3.951,0
54.439,-4.147,0
54.486,-3.896,0
54.533,-4.137,0
54.579,-4.151,0
54.626,-4.362,0
54.72,-4.19,0
54.813,-4.203,0
54.907,-4.289,0
55.1,-4.905,0
55.2,-4.919,0
55.3,-4.691,0
55.4,-5.254,0
55.5,-5.001,0
55.6,-4.646,0
55.7,-4.461,0
55.8,-4.654,0
55.9,-4.223,0
56,-4.054,0
56.1,-3.586,0
56.2,-3.109,0
56.3,-3.698,0
56.4,-3.351,0
56.5,-3.212,0
56.6,-3.035,0
56.7,-2.78,0
56.8,-2.174,0
56.9,-2.234,0
57,-1.836,0
57.1,-1.714,0
57.2,-1.984,0
57.3,-1.789,0
57.4,-1.575,0
57.5,-1.679,0
57.6,-1.705,0
57.7,-1.72,0
57.8,-1.819,0
57.9,-2.16,0
58,-2.498,0
58.2,-2.127,0
58.4,-1.528,0
58.6,-2.021,0
58.8,-2.361,0
59,-2.22,0
59.2,-2.804,0
59.4,-2.383,0
59.6,-2.036,0
59.8,-2.103,0
60.24,-1.854,0
60.385,-2.37,0
60.769,-0.646,0
61.154,-0.886,0
61.538,-0.722,0
61.923,-0.848,0
62.308,-0.548,0
62.692,-1.016,0
63.077,-1.429,0
63.462,-1.525,0
63.846,-1.73,0
64.231,-0.374,0
51.2,-3.05,0
51.4,-3.23,0
52.19,-3.24,0
52.38,-3.01,0
52.57,-3.16,0
52.67,-3.48,0
52.76,-3.18,0
52.86,-3.32,0
52.95,-3.54,0
53.05,-3.49,0
53.14,-3.59,0
53.24,-3.28,0
53.33,-3.46,0
53.43,-3.42,0
53.52,-3.31,0
53.62,-3.5,0
53.71,-3.5,0
53.81,-3.43,0
53.9,-3.29,0
54,-3.53,0
54.1,-3.61,0
54.19,-3.61,0
54.29,-3.71,0
54.38,-3.68,0
54.48,-3.9,0
54.57,-4.08,0
54.67,-4.07,0
54.71,-4.1,0
54.86,-4.15,0
54.95,-4.35,0
55.05,-4.03,0
55.24,-4.18,0
55.33,-3.85,0
55.43,-4.22,0
55.52,-4.53,0
55.62,-4.14,0
55.71,-3.83,0
55.81,-4.32,0
55.9,-3.01,0
56,-2.45,0
56.1,-2.44,0
56.19,-2.23,0
56.29,-3.13,0
56.38,-3,0
56.57,-1.73,0
56.67,-3.2,0
57.05,-1.49,0
57.1,-1.62,0
57.2,-1.89,0
57.3,-1.78,0
57.4,-2.06,0
57.5,-1.91,0
57.6,-1.98,0
57.7,-2.07,0
57.8,-1.83,0
57.9,-2.02,0
58,-2.28,0
58.1,-2.17,0
58.2,-2.4,0
58.3,-1.92,0
58.4,-3.09,0
58.5,-2.15,0
58.7,-3.01,0
58.9,-2.26,0
59.2,-2.49,0
59.5,-2.39,0
